name,year,author,word1,freq1,word2,freq2,word3,freq3
In hac habitasse platea dictumst.,2004,Cleopatra Quarless,id,98,ligula,65,id,19
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2005,Creigh McIlvenna,diam,42,morbi,89,consequat,19
Integer ac leo.,2007,Antonia Verbeek,tempus,12,felis,73,orci,74
Cras in purus eu magna vulputate luctus.,2000,Gherardo Pamment,amet,42,vel,73,lobortis,92
Cras in purus eu magna vulputate luctus.,1998,Fletch Jacobowits,platea,23,etiam,73,nulla,19
Integer non velit.,2003,Mirelle Peterken,donec,56,ipsum,43,condimentum,90
Vestibulum rutrum rutrum neque.,2002,Wade Rizzone,sed,12,vestibulum,120,mauris,92
"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2009,Coreen Shore,donec,84,at,53,est,129
"In est risus, auctor sed, tristique in, tempus sit amet, sem.",1995,Evangelia Irnys,quam,53,convallis,67,eu,74
Mauris ullamcorper purus sit amet nulla.,1996,Peter Goodwin,mi,56,tempus,120,elit,10
"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2012,Minetta Onians,nulla,12,nulla,89,nisl,74
"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1992,Judah Dishman,dolor,53,lectus,89,ante,89
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1998,Janis Chiechio,ut,93,arcu,67,praesent,89
"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2006,Jervis Saintsbury,dapibus,12,dictumst,73,libero,80
Nullam molestie nibh in lectus.,1993,Netty Shatliffe,quam,53,eu,53,iaculis,92
Maecenas pulvinar lobortis est.,2011,Cloe Ayshford,magna,56,maecenas,43,fusce,84
"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1994,Eal Swinden,quam,29,felis,73,consequat,10
Etiam justo.,1997,Jourdain Pagin,ligula,84,non,67,nibh,80
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1996,Terry Franzke,magnis,84,ornare,73,blandit,10
Quisque porta volutpat erat.,2005,Tate Solman,lectus,29,pede,67,ut,80
Duis consequat dui nec nisi volutpat eleifend.,1995,Kristine Snartt,fringilla,12,ac,43,primis,80
Donec posuere metus vitae ipsum.,2009,Kessia Conibear,faucibus,42,pretium,89,sit,10
Praesent lectus.,2000,Christye Mertel,elementum,53,etiam,19,etiam,19
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1999,Rolfe Basindale,a,29,at,43,vitae,92
Nunc purus.,2010,Drucy Beckitt,sed,53,nonummy,65,nullam,80
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2009,Wilburt Larmuth,vehicula,53,morbi,120,adipiscing,74
Morbi non lectus.,2003,Rex Nono,pulvinar,56,imperdiet,43,pulvinar,90
Donec posuere metus vitae ipsum.,2000,Lizette Brazil,sollicitudin,93,hac,19,ac,129
Nulla facilisi.,1979,Teodoro Ecclesall,massa,23,lacus,43,ac,89
Duis at velit eu est congue elementum.,2009,Billie Walden,nulla,76,in,120,sagittis,18
Sed accumsan felis.,1989,Way Mordacai,massa,93,interdum,53,cursus,10
Suspendisse potenti.,2008,Kellina Pentland,orci,42,odio,73,luctus,129
Suspendisse potenti.,2006,Tommy Jozefowicz,lectus,42,ultrices,120,nibh,92
Mauris ullamcorper purus sit amet nulla.,2008,Hodge Findon,maecenas,53,congue,67,nullam,89
Phasellus sit amet erat.,2005,Osbourne Yakunin,pellentesque,76,nec,53,cras,89
Aenean auctor gravida sem.,1994,Dyna Chastand,lorem,29,sed,120,platea,10
In quis justo.,1985,Hersch Stopforth,id,12,pulvinar,67,vitae,10
Nulla mollis molestie lorem.,2002,Munmro Rhodes,ac,98,mauris,43,quis,10
Etiam pretium iaculis justo.,1995,Vale Eaton,non,53,justo,73,dictumst,84
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2009,Rollin Center,lorem,93,habitasse,59,ullamcorper,74
Nunc rhoncus dui vel sem.,2004,Hanson Boorer,etiam,53,suspendisse,43,nam,129
In hac habitasse platea dictumst.,2007,Vi Trowel,aliquam,84,lacus,73,adipiscing,89
Aenean fermentum.,1986,Ulrika Dash,ac,56,maecenas,67,tincidunt,80
Aliquam erat volutpat.,2007,Deidre Faulkes,cubilia,23,blandit,67,at,129
Duis aliquam convallis nunc.,1986,Damita Bamfield,duis,84,nibh,120,at,89
Donec quis orci eget orci vehicula condimentum.,2006,Janot Kinig,erat,29,convallis,65,dolor,89
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2009,Mada Rabbage,donec,84,nulla,73,justo,74
Nulla tempus.,2005,Kareem Whisson,nibh,84,nibh,120,et,84
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2009,Camellia Laycock,ridiculus,29,velit,59,mattis,80
Cras non velit nec nisi vulputate nonummy.,2003,Odilia Verrills,morbi,12,a,19,orci,10
Ut at dolor quis odio consequat varius.,2002,Richmond Brassill,eu,93,cras,59,dolor,89
Sed sagittis.,1998,Renate Stares,dolor,76,viverra,65,mattis,80
Praesent blandit lacinia erat.,1986,Alisun Benford,praesent,84,habitasse,19,erat,89
Aliquam erat volutpat.,2010,Donetta Schimoni,ipsum,53,nisl,59,sem,92
Proin at turpis a pede posuere nonummy.,2000,Brok Gotch,nam,93,sapien,67,donec,10
Donec posuere metus vitae ipsum.,1992,Tim Le Sarr,nam,29,nulla,120,amet,90
Curabitur convallis.,2013,Orran Ciobutaru,sociis,12,convallis,19,donec,10
Donec semper sapien a libero.,1995,Winni Jahns,quam,98,sit,59,pretium,10
Donec quis orci eget orci vehicula condimentum.,2012,Joanna Jouning,non,53,in,120,commodo,74
Curabitur convallis.,1999,Suellen Gouge,quam,42,libero,67,gravida,90
Nunc nisl.,2011,Marietta Lidgett,orci,12,quam,73,ac,80
Duis at velit eu est congue elementum.,2012,Townsend Utteridge,elit,76,porttitor,67,id,89
"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2009,Roxi Tichner,diam,93,amet,65,ut,90
Vivamus vestibulum sagittis sapien.,1999,Hattie Pratten,mauris,93,tempus,73,duis,80
Cras in purus eu magna vulputate luctus.,2002,Clerc Dufaur,turpis,29,sed,53,cras,19
Vivamus tortor.,2006,Reeta Penticost,porttitor,98,leo,19,lorem,92
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",1996,Cherry Sutterby,faucibus,98,porta,120,nulla,92
"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1995,Katharine Ivermee,porttitor,23,justo,73,sapien,89
Pellentesque eget nunc.,1998,Horton Arkell,semper,76,vestibulum,67,integer,90
Etiam faucibus cursus urna.,2001,Mathias Cawthery,sed,93,ante,67,luctus,18
Suspendisse potenti.,2011,Peta Capper,ultrices,23,id,89,mauris,80
"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2010,Charmion Beadell,quam,84,felis,73,sollicitudin,84
Nulla suscipit ligula in lacus.,1990,Ekaterina Fattore,vestibulum,56,a,43,convallis,90
Maecenas tincidunt lacus at velit.,1999,Maureene Twinbourne,rutrum,29,vestibulum,67,id,18
Nulla mollis molestie lorem.,2005,Carleton Earnshaw,proin,93,lobortis,73,magna,74
Nam nulla.,2010,Roselle Samsworth,massa,12,iaculis,67,a,90
Proin at turpis a pede posuere nonummy.,2012,Brigham Danko,primis,23,diam,89,quis,10
Phasellus in felis.,1995,Nev Shimmings,metus,53,eu,120,rhoncus,19
Maecenas ut massa quis augue luctus tincidunt.,2002,Pembroke Piercey,a,84,id,120,suscipit,19
Nulla facilisi.,2008,Heinrick Kiraly,porttitor,12,turpis,53,quisque,90
Pellentesque eget nunc.,2001,Peadar Coleshill,pede,93,phasellus,67,vestibulum,84
Integer ac leo.,1998,Melisenda Anstead,dictumst,53,sit,43,massa,74
Proin eu mi.,1987,Cameron Andriveaux,at,98,ultrices,67,parturient,129
Pellentesque viverra pede ac diam.,2005,La verne Balshaw,ante,56,nibh,67,pulvinar,74
Aliquam quis turpis eget elit sodales scelerisque.,2004,Herby Tizzard,non,84,mattis,73,eleifend,129
Donec ut mauris eget massa tempor convallis.,2008,Lemmie Baudins,dictumst,56,tristique,73,sed,90
Proin risus.,1969,Lemar Benning,ac,42,quam,19,ultrices,129
Proin risus.,2006,Fletcher Johncey,elit,56,neque,67,nec,84
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",2005,Sue Gosneye,sed,93,nisi,67,et,129
Aliquam sit amet diam in magna bibendum imperdiet.,1994,Chelsie Armes,suspendisse,84,sem,89,ultrices,80
"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2003,Elke Larsen,in,56,in,59,elementum,74
Sed sagittis.,2004,Bronny Kobiela,ut,98,nam,53,volutpat,19
Pellentesque ultrices mattis odio.,2010,Waylin O'Dee,sagittis,12,eget,53,nibh,92
Integer tincidunt ante vel ipsum.,1993,Hailee Bodicum,vehicula,56,augue,67,penatibus,89
Aenean auctor gravida sem.,2003,Freddie Sima,proin,98,morbi,67,risus,10
Nam dui.,1992,Nickolas Begin,et,23,dolor,67,sociis,18
Integer ac leo.,2008,Kania Chinnock,odio,29,augue,65,mattis,19
Nam nulla.,1995,Mead Plessing,vivamus,76,eget,120,elementum,74
Aliquam sit amet diam in magna bibendum imperdiet.,2005,Boot McGillicuddy,eleifend,12,ultrices,53,ultrices,89
Aenean auctor gravida sem.,2004,Isa Shorthill,non,98,sapien,73,fringilla,74
Nunc nisl.,2008,Alaine Jewel,sapien,42,cursus,53,non,84
Duis consequat dui nec nisi volutpat eleifend.,2003,Virgilio Silcock,non,56,luctus,73,eleifend,84
In eleifend quam a odio.,1990,Gaye Monnery,eget,98,primis,73,primis,19
Curabitur in libero ut massa volutpat convallis.,1999,Charin Reedie,erat,29,pharetra,59,sapien,80
Proin at turpis a pede posuere nonummy.,1993,Devy Skeel,in,53,velit,59,eget,90
Mauris ullamcorper purus sit amet nulla.,2008,Ardisj Spires,tincidunt,42,libero,19,semper,90
Morbi a ipsum.,2004,Evangelia Royan,morbi,84,mattis,53,ipsum,19
Fusce consequat.,1980,Helga Lethlay,ut,76,dapibus,43,ut,84
Pellentesque viverra pede ac diam.,2005,Daryle Gouinlock,eros,23,potenti,89,est,90
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2010,Ted Heditch,et,42,ornare,67,nulla,10
Mauris sit amet eros.,1991,Harland Thomerson,blandit,84,viverra,67,augue,84
Pellentesque eget nunc.,2009,Theodosia O'Doherty,tristique,84,tempus,65,dui,10
Suspendisse potenti.,2012,Camila Ummfrey,nulla,98,augue,67,non,19
Integer tincidunt ante vel ipsum.,1997,Odelia Scullion,semper,42,orci,73,at,74
Duis aliquam convallis nunc.,2007,Bentley Laidlow,odio,29,placerat,65,nec,10
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2008,Konstantine Hankins,in,12,nascetur,59,porttitor,80
Cras non velit nec nisi vulputate nonummy.,1992,Lorena Drewett,eleifend,53,diam,73,mattis,84
Maecenas tincidunt lacus at velit.,2005,Granger Brumham,nam,76,diam,59,volutpat,74
In hac habitasse platea dictumst.,2008,Nelson Eastmead,pede,93,sed,65,nisl,84
In congue.,1999,Farlay Haye,nibh,23,libero,67,proin,89
Integer non velit.,2007,Kyrstin Sicely,in,98,vestibulum,89,libero,19
Duis mattis egestas metus.,1992,Nickolas Mealham,eu,76,accumsan,65,volutpat,80
Etiam faucibus cursus urna.,2002,Gena Niesel,justo,12,nisi,19,eu,18
Cras in purus eu magna vulputate luctus.,1992,Josie Tait,tellus,53,non,53,interdum,129
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",2000,Bobbee Wyper,curae,29,eu,65,non,129
Integer a nibh.,2011,Ophelia Dockrill,sed,56,nisl,59,sapien,89
"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",1996,Georgette Virr,odio,53,sit,89,platea,84
Ut tellus.,1985,Talya Awdry,turpis,76,mattis,67,posuere,89
Donec quis orci eget orci vehicula condimentum.,1998,Sebastiano Quantrill,est,56,ac,120,ut,90
Proin at turpis a pede posuere nonummy.,2007,Jens Yvens,porta,53,justo,53,lobortis,19
Maecenas ut massa quis augue luctus tincidunt.,2003,Lanny Zapatero,id,29,pretium,19,tortor,18
Quisque id justo sit amet sapien dignissim vestibulum.,1998,Juli Rattenbury,sapien,56,elementum,59,enim,10
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1965,Brandais Bento,penatibus,12,rhoncus,65,metus,92
In eleifend quam a odio.,2002,Alfy Gouldstone,cras,12,vulputate,65,eu,129
Vivamus vel nulla eget eros elementum pellentesque.,1985,Frederigo Tootal,magna,76,diam,120,fringilla,10
"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1989,Tani Try,in,84,nulla,65,id,90
"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2012,Debee Rouff,mauris,53,hac,43,est,90
Aenean auctor gravida sem.,1957,Terri Pilgrim,a,53,nam,59,viverra,10
"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1987,Fitz Leith,nunc,98,sed,65,blandit,129
Ut at dolor quis odio consequat varius.,2011,Lynsey Rodenburgh,sapien,29,vestibulum,89,orci,10
Sed sagittis.,2000,Dreddy Kyllford,justo,12,sapien,73,sapien,92
Nulla mollis molestie lorem.,1994,Siusan Ivachyov,odio,53,felis,120,mattis,129
In eleifend quam a odio.,1997,Ludovico Kitchingham,nisl,42,elit,59,neque,10
Morbi quis tortor id nulla ultrices aliquet.,1994,Berrie Greenwell,interdum,98,in,120,vitae,84
Sed accumsan felis.,2004,Sampson Prinett,ullamcorper,98,nibh,89,sem,10
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1991,Obie Westfield,tortor,98,nonummy,67,ante,10
Integer tincidunt ante vel ipsum.,1993,Adelbert Crowdson,nulla,93,sem,120,vel,92
Sed sagittis.,2010,Jacenta Backsal,tempus,53,blandit,73,volutpat,92
"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",1992,Traver Bryceson,quis,76,eros,73,tempus,80
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",2012,Mayer Rakes,sed,98,dui,120,id,129
In hac habitasse platea dictumst.,1993,Loutitia Hanscome,diam,84,in,89,quisque,84
Vivamus in felis eu sapien cursus vestibulum.,2003,Mattheus Cavnor,integer,93,diam,89,ornare,89
Maecenas tincidunt lacus at velit.,1993,Logan Dorian,viverra,76,nulla,65,gravida,10
Donec ut mauris eget massa tempor convallis.,1991,Arri Vogl,vulputate,23,id,59,erat,10
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1989,Filbert Blazdell,vel,12,volutpat,120,nulla,129
In congue.,2007,Rickert Wadforth,odio,23,ut,19,sit,19
"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2007,Tommie Coche,lorem,84,nisl,89,pede,89
"In est risus, auctor sed, tristique in, tempus sit amet, sem.",1998,Wes Grasha,quam,84,sed,67,non,129
Vivamus vel nulla eget eros elementum pellentesque.,2012,Emmaline Shelley,mauris,93,platea,73,ridiculus,18
Etiam justo.,2001,Kennie Heiner,dapibus,29,id,65,molestie,89
In hac habitasse platea dictumst.,2006,Austina Benam,varius,12,eget,120,diam,129
Aliquam non mauris.,1998,Raul Jonk,tortor,98,purus,73,nulla,10
"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2002,Moina Spellsworth,mus,98,proin,65,venenatis,80
Proin risus.,1993,Claudelle Thorius,in,29,nisi,120,tincidunt,92
Etiam justo.,2012,Hastie Ingliby,auctor,53,consectetuer,89,vel,10
Morbi non lectus.,1998,Mariellen Clapson,justo,56,fusce,53,bibendum,89
Morbi vel lectus in quam fringilla rhoncus.,1986,Marla Gingles,aenean,12,orci,43,elementum,10
Duis mattis egestas metus.,2008,Hobart McDougle,proin,12,cras,67,nisl,10
Sed sagittis.,2009,Marielle Tuckett,in,42,lorem,67,sollicitudin,84
Aenean lectus.,1996,Miguelita Matyashev,erat,29,pulvinar,67,augue,90
Morbi ut odio.,2012,Adelaide Morando,varius,56,morbi,89,id,74
Morbi quis tortor id nulla ultrices aliquet.,2005,Zachariah Bangle,orci,12,nulla,120,aliquam,90
Morbi non lectus.,2011,Nanny Baddoe,primis,76,vestibulum,67,dui,80
Integer ac leo.,2005,Godart Pinnegar,amet,56,aliquam,67,dui,18
Praesent id massa id nisl venenatis lacinia.,2011,Skipp Norris,a,12,rhoncus,73,luctus,10
Sed sagittis.,1997,Gib Kingstne,lectus,53,interdum,120,tempus,92
Suspendisse ornare consequat lectus.,1992,Ruben Nickolls,curae,53,nulla,65,ornare,90
"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2010,Haily Minchinton,lacus,98,mi,67,nunc,84
Curabitur at ipsum ac tellus semper interdum.,2003,Maxy Copo,amet,93,donec,67,sociis,74
Etiam faucibus cursus urna.,2003,Dewey Dracksford,gravida,29,dignissim,59,at,92
Donec vitae nisi.,2010,Allis Garment,mauris,53,nunc,67,etiam,89
"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2001,Allegra Benz,sapien,56,non,73,amet,90
Nulla facilisi.,2007,Josephine Grishagin,magna,76,pulvinar,73,sed,10
Nunc purus.,1997,Hamel MacBrearty,maecenas,29,consequat,73,viverra,10
Nulla mollis molestie lorem.,1989,Dino Wheway,posuere,29,cras,89,vel,10
Aliquam quis turpis eget elit sodales scelerisque.,2003,Alistair Beake,pharetra,98,tincidunt,65,convallis,10
Duis aliquam convallis nunc.,2011,Teresina Colbron,odio,42,ut,59,sed,90
Aliquam erat volutpat.,2001,Delaney Lampart,aenean,53,maecenas,67,eget,89
Phasellus id sapien in sapien iaculis congue.,2004,Gabrielle Faughnan,integer,42,aliquam,73,et,18
Aliquam non mauris.,1999,Ainslee Pilfold,velit,29,dapibus,19,justo,89
Mauris ullamcorper purus sit amet nulla.,1993,Oneida Mattisssen,lobortis,76,venenatis,89,neque,92
In blandit ultrices enim.,1985,Joela Rollings,rhoncus,23,nullam,65,tincidunt,19
Nulla tellus.,1965,Hewett Beecham,lorem,93,bibendum,67,nisl,89
Nunc rhoncus dui vel sem.,2010,Calla Couves,vitae,76,elementum,59,in,10
Curabitur gravida nisi at nibh.,1996,Niki Pascoe,tristique,23,vestibulum,89,felis,74
Nullam varius.,2012,Elsinore Treversh,nisi,53,vivamus,65,id,74
Sed vel enim sit amet nunc viverra dapibus.,1996,Peyter Fallens,non,84,cum,65,vulputate,90
Aenean lectus.,2012,Erica Bonds,natoque,93,integer,67,pellentesque,74
Nullam sit amet turpis elementum ligula vehicula consequat.,1997,Sofia Sindle,habitasse,84,in,53,tincidunt,74
Maecenas pulvinar lobortis est.,2003,Nixie Frammingham,eleifend,42,lacus,19,nulla,92
"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1996,Horatius Gary,erat,76,sapien,67,pellentesque,10
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2003,Paige Bengtson,sed,98,mattis,67,velit,10
"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",1993,Dari Fleg,velit,23,sagittis,120,vivamus,10
Curabitur in libero ut massa volutpat convallis.,2006,Quint Hinrich,lobortis,98,ac,59,ut,10
Nulla tempus.,1992,Julianne Searsby,nam,84,morbi,53,eu,10
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2008,Alexine Marchenko,ac,56,augue,67,venenatis,10
"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2012,Duncan Bolf,egestas,93,vestibulum,53,id,19
"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2007,Baxy Bishopp,in,76,orci,67,convallis,89
Nulla tempus.,1999,Link Makin,vel,12,adipiscing,65,vivamus,89
Vestibulum rutrum rutrum neque.,1990,Yulma Southey,volutpat,42,penatibus,65,ligula,18
Aliquam sit amet diam in magna bibendum imperdiet.,2003,Eduardo Benoix,ac,98,imperdiet,67,bibendum,10
"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1998,Goober Spollen,maecenas,23,et,73,accumsan,92
Aliquam erat volutpat.,1984,Gene Slimings,convallis,56,cum,73,felis,10
Suspendisse ornare consequat lectus.,2002,Lanae Covert,aenean,53,purus,73,orci,92
Nullam sit amet turpis elementum ligula vehicula consequat.,2004,Pinchas Abrahmson,volutpat,42,turpis,120,sed,84
Nulla justo.,2000,Rubi Lamputt,praesent,93,fusce,59,sit,129
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1997,Waite Harner,nascetur,42,non,120,varius,18
In sagittis dui vel nisl.,1985,Jonell Bergstram,augue,23,volutpat,59,viverra,19
Nullam sit amet turpis elementum ligula vehicula consequat.,2009,Kerry Maestro,id,56,sapien,43,duis,19
"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",1993,Juliann Durban,velit,42,feugiat,67,sem,19
Suspendisse accumsan tortor quis turpis.,2001,Bunnie Couling,nulla,53,id,65,amet,90
Nullam porttitor lacus at turpis.,2013,Kerwinn Pyzer,aliquet,23,porttitor,67,velit,10
Aenean lectus.,1999,Armando Barsam,condimentum,93,nulla,65,libero,10
Duis ac nibh.,2006,Catherine Schneidar,maecenas,42,vel,59,leo,10
Integer tincidunt ante vel ipsum.,2005,Rustin Maden,justo,98,sit,59,turpis,19
Donec quis orci eget orci vehicula condimentum.,2011,Isaac Simakov,vitae,29,ipsum,89,curae,80
Aenean sit amet justo.,1984,Indira Catterell,duis,84,fusce,43,elementum,92
Nam dui.,2012,Bernice Parradye,lectus,12,venenatis,67,congue,84
Maecenas pulvinar lobortis est.,1958,Carlene Stithe,neque,23,mi,53,sit,90
Fusce posuere felis sed lacus.,2012,Nester Semmens,dictumst,84,duis,67,dignissim,19
Maecenas pulvinar lobortis est.,2012,Rand Brookes,tortor,98,libero,120,nec,80
Pellentesque ultrices mattis odio.,2012,Gratiana Wickendon,mi,93,velit,59,potenti,10
"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1990,Janeta Fairley,condimentum,76,mi,53,varius,10
"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2010,Lorena Shakelade,in,93,leo,89,tristique,10
Mauris lacinia sapien quis libero.,1994,Corella Jacobowits,arcu,12,non,65,ac,10
Fusce consequat.,1991,Sigismond Buggy,ipsum,53,et,89,risus,84
Phasellus sit amet erat.,2012,Cassandry Crackett,dui,53,morbi,67,platea,90
Curabitur in libero ut massa volutpat convallis.,1996,Betti Larwell,risus,12,nunc,53,leo,89
Aenean sit amet justo.,2000,Cynthie Butterwick,quam,84,fusce,73,enim,10
Nam dui.,2007,Davidson Kleinhausen,risus,42,hac,19,curabitur,80
"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2004,Erasmus Gillani,nisi,23,nisl,67,dolor,10
Morbi ut odio.,1984,Burg Birrell,nam,56,velit,120,ac,84
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2005,Rutter Wildber,mus,93,penatibus,89,consequat,10
Maecenas tincidunt lacus at velit.,2004,Alysa Sally,lobortis,93,viverra,120,morbi,129
Nulla suscipit ligula in lacus.,1998,Cameron Thurnham,non,93,habitasse,67,amet,10
Pellentesque eget nunc.,1987,Marie-jeanne Mowson,nibh,12,proin,43,diam,92
Praesent blandit.,2012,Honey Manske,odio,42,porttitor,89,velit,18
Donec vitae nisi.,2001,Odie Philo,quam,29,nulla,67,faucibus,84
Nullam sit amet turpis elementum ligula vehicula consequat.,2008,Franciskus Bumpass,sapien,84,parturient,19,vel,10
In hac habitasse platea dictumst.,2005,Caterina Setterington,integer,98,leo,65,tortor,74
"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2011,Vernice Coulthard,elementum,42,nulla,120,sit,84
Quisque ut erat.,2008,Niall Jozefczak,blandit,93,dictumst,120,luctus,18
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2006,Alma Ewing,fusce,98,gravida,65,ut,10
"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2010,Christabel Jenton,eu,76,amet,73,phasellus,89
